Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
9495-SKLKD,Male,54,No,No,Yes,Yes,2
5067-DGXLL,Male,35,No,No,No,No,0
6281-FKEWS,Female,58,No,No,No,No,0
8898-KASCD,Male,41,No,No,No,No,0
9242-TKFSV,Male,53,No,No,Yes,No,0
0743-HNPFG,Female,50,No,No,Yes,No,0
5035-PGZXH,Female,49,No,No,No,No,0
8695-WDYEA,Male,32,No,No,No,No,0
6543-JXSOO,Female,30,No,No,Yes,No,0
8605-ITULD,Female,21,Yes,No,No,No,0
6416-YJTTB,Male,20,Yes,No,No,No,0
4472-VESGY,Female,41,No,No,Yes,Yes,1
3195-TQDZX,Male,19,Yes,No,No,No,0
3128-YOVTD,Female,29,Yes,No,Yes,Yes,2
7041-TXQJH,Female,64,No,No,No,No,0
5014-GSOUQ,Male,59,No,No,No,No,0
5724-BIDBU,Male,29,Yes,No,Yes,No,0
1769-GRUIK,Female,19,Yes,No,No,No,0
8819-WFGGJ,Male,42,No,No,Yes,No,0
7427-AUFPY,Male,27,Yes,No,No,No,0
7898-PDWQE,Male,22,Yes,No,Yes,No,0
9972-EWRJS,Female,56,No,No,Yes,Yes,1
9314-IJWSQ,Female,46,No,No,Yes,Yes,3
5799-JRCZO,Female,48,No,No,No,Yes,1
1921-KYSAY,Female,36,No,No,No,No,0
6198-RTPMF,Female,46,No,No,Yes,No,0
2924-KHUVI,Male,28,Yes,No,Yes,No,0
1925-GMVBW,Female,49,No,No,No,No,0
6184-DYUOB,Female,28,Yes,No,Yes,No,0
9207-ZPANB,Male,42,No,No,No,No,0
9327-QSDED,Male,44,No,No,No,No,0
1656-DRSMG,Female,40,No,No,No,No,0
3012-VFFMN,Female,61,No,No,Yes,Yes,1
2984-AFWNC,Female,52,No,No,No,No,0
0640-YJTPY,Male,19,Yes,No,Yes,Yes,1
8096-LOIST,Female,57,No,No,No,No,0
9764-REAFF,Female,60,No,No,Yes,No,0
7107-UBYKY,Female,62,No,No,Yes,Yes,1
4881-GQJTW,Male,64,No,No,No,No,0
7876-DNYAP,Female,29,Yes,No,Yes,Yes,2
2882-WDTBA,Male,64,No,No,Yes,No,0
2091-GPPIQ,Female,56,No,No,Yes,No,0
5071-FBJFS,Female,61,No,No,Yes,Yes,1
2796-UUZZO,Male,30,No,No,Yes,Yes,2
2429-AYKKO,Male,52,No,No,No,No,0
9798-OPFEM,Female,42,No,No,No,No,0
3794-NFNCH,Male,53,No,No,Yes,No,0
5193-QLVZB,Male,52,No,No,No,No,0
7114-AEOZE,Female,53,No,No,No,No,0
5522-NYKPB,Male,26,Yes,No,Yes,Yes,3
6518-KZXCB,Male,61,No,No,No,No,0
2245-ADZFJ,Female,58,No,No,Yes,No,0
7776-QGYJC,Female,64,No,No,Yes,Yes,5
9313-QOLTZ,Male,31,No,No,No,No,0
4672-FOTSD,Male,54,No,No,No,No,0
9818-XQCUV,Female,52,No,No,No,No,0
7338-ERIVA,Male,40,No,No,No,No,0
8259-NFJTV,Female,37,No,No,Yes,Yes,1
6968-GMKPR,Female,39,No,No,No,No,0
4751-ERMAN,Male,43,No,No,Yes,No,0
1436-ZMJAN,Female,62,No,No,Yes,No,0
0799-DDIHE,Female,24,Yes,No,Yes,Yes,3
3070-FNFZQ,Female,48,No,No,Yes,Yes,1
2812-SFXMJ,Male,46,No,No,No,Yes,3
5014-WUQMG,Male,23,Yes,No,Yes,Yes,2
5312-TSZVC,Female,36,No,No,No,No,0
2782-JEEBU,Male,39,No,No,No,No,0
5127-BZENZ,Female,62,No,No,Yes,No,0
2720-FVBQP,Female,28,Yes,No,Yes,Yes,1
4522-XRWWI,Male,30,No,No,Yes,No,0
3766-EJLFL,Female,55,No,No,Yes,Yes,3
5939-SXWHM,Male,59,No,No,Yes,Yes,3
7643-RCHXS,Female,31,No,No,Yes,Yes,3
8246-SHFGA,Male,24,Yes,No,No,No,0
0620-XEFWH,Male,41,No,No,Yes,Yes,1
6485-QXWWE,Female,51,No,No,No,Yes,3
7321-VGNKU,Female,45,No,No,Yes,No,0
5327-CNLUQ,Male,33,No,No,Yes,No,0
7552-KEYGT,Male,53,No,No,Yes,No,0
5816-JMLGY,Female,28,Yes,No,Yes,No,0
2927-QRRQV,Male,44,No,No,Yes,No,0
6265-SXWBU,Male,35,No,No,Yes,Yes,2
7941-RCJOW,Male,34,No,No,No,No,0
2387-KDZQY,Male,46,No,No,No,No,0
3584-WKTTW,Male,23,Yes,No,Yes,No,0
3399-BMLVW,Male,40,No,No,Yes,No,0
1971-DTCZB,Female,52,No,No,Yes,No,0
3374-PZLXD,Male,31,No,No,No,No,0
3813-DHBBB,Male,39,No,No,Yes,No,0
2812-REYAT,Female,56,No,No,Yes,No,0
6518-PPLMZ,Male,38,No,No,Yes,Yes,3
4939-KYYPY,Male,55,No,No,No,No,0
5930-GBIWP,Male,46,No,No,No,No,0
6022-KOUQO,Female,51,No,No,Yes,Yes,2
2361-UPSND,Female,45,No,No,Yes,No,0
6035-RIIOM,Female,39,No,No,No,No,0
9504-DSHWM,Male,53,No,No,No,No,0
5035-BVCXS,Male,20,Yes,No,No,No,0
3533-UVMOM,Male,56,No,No,Yes,No,0
1478-VPOAD,Female,39,No,No,No,No,0
9995-HOTOH,Male,36,No,No,Yes,No,0
2988-PLAHS,Female,58,No,No,No,No,0
1371-OJCEK,Female,25,Yes,No,No,No,0
4999-IEZLT,Male,45,No,No,No,No,0
8883-ANODQ,Female,44,No,No,Yes,Yes,1
2351-RRBUE,Female,20,Yes,No,Yes,No,0
5980-BDHPY,Male,48,No,No,Yes,No,0
1498-DQNRX,Female,46,No,No,Yes,No,0
9469-WEJBT,Male,56,No,No,Yes,No,0
2581-VKIRT,Female,57,No,No,Yes,No,0
2851-MMUTZ,Female,29,Yes,No,No,No,0
3307-TLCUD,Male,36,No,No,Yes,No,0
6625-FLENO,Male,31,No,No,Yes,No,0
2967-MXRAV,Male,29,Yes,No,Yes,No,0
8189-HBVRW,Female,50,No,No,No,No,0
4163-KIUHY,Male,21,Yes,No,No,No,0
3500-NSDOA,Male,35,No,No,Yes,No,0
1171-TYKUR,Male,20,Yes,No,Yes,No,0
1219-NNDDO,Female,51,No,No,No,No,0
8388-DMKAE,Female,41,No,No,No,No,0
4403-BWPAY,Male,40,No,No,No,No,0
9659-QEQSY,Female,26,Yes,No,No,No,0
5405-ZMYXQ,Female,21,Yes,No,No,No,0
1442-OKRJE,Male,40,No,No,Yes,Yes,2
4737-AQCPU,Male,39,No,No,Yes,No,0
2808-CHTDM,Female,47,No,No,Yes,Yes,2
0793-TWELN,Female,27,Yes,No,No,No,0
3283-WCWXT,Male,58,No,No,Yes,Yes,3
5451-MHQOF,Male,64,No,No,Yes,No,0
4836-WNFNO,Female,56,No,No,Yes,No,0
9225-BZLNZ,Male,64,No,No,Yes,No,0
0354-VXMJC,Male,60,No,No,Yes,Yes,3
4422-QVIJA,Female,52,No,No,No,Yes,1
8332-OSJDW,Male,54,No,No,Yes,No,0
4735-BJKOU,Female,33,No,No,No,No,0
0274-JKUJR,Male,21,Yes,No,Yes,Yes,2
5740-YHGTW,Male,62,No,No,Yes,Yes,3
8917-SZTTJ,Male,31,No,No,Yes,Yes,1
1696-MZVAU,Male,27,Yes,No,Yes,No,0
7359-WWYJV,Male,53,No,No,Yes,No,0
4906-ZHGPK,Male,49,No,No,Yes,No,0
3795-GWTRD,Female,58,No,No,Yes,No,0
1298-PHBTI,Male,40,No,No,Yes,Yes,3
6223-DHJGV,Female,56,No,No,No,No,0
6961-MJKBO,Male,27,Yes,No,No,No,0
8158-WPEZG,Male,20,Yes,No,No,No,0
0727-BNRLG,Male,41,No,No,No,No,0
6435-SRWBJ,Female,21,Yes,No,No,No,0
9964-WBQDJ,Female,19,Yes,No,Yes,No,0
6303-KFWSL,Female,28,Yes,No,No,No,0
1702-CCFNJ,Male,39,No,No,Yes,No,0
8932-CZHRQ,Male,40,No,No,No,No,0
0386-CWRGM,Female,61,No,No,Yes,Yes,1
5515-RUGKN,Male,63,No,No,No,No,0
0404-AHASP,Male,23,Yes,No,Yes,No,0
7279-NMVJC,Female,38,No,No,No,No,0
2081-VEYEH,Male,42,No,No,No,No,0
9060-HJJRW,Female,52,No,No,No,No,0
2587-YNLES,Female,52,No,No,Yes,Yes,1
7398-SKNQZ,Female,51,No,No,Yes,No,0
1958-RNRKS,Male,62,No,No,Yes,No,0
5136-RGMZO,Male,39,No,No,No,No,0
8345-MVDYC,Female,57,No,No,No,No,0
8226-BXGES,Male,30,No,No,Yes,No,0
1015-OWJKI,Male,46,No,No,No,No,0
2040-XBAVJ,Male,51,No,No,Yes,Yes,1
8887-IPQNC,Female,61,No,No,Yes,No,0
8646-JCOMS,Female,43,No,No,Yes,No,0
1222-KJNZD,Male,61,No,No,Yes,Yes,1
0106-GHRQR,Male,24,Yes,No,No,No,0
3768-VHXQO,Male,19,Yes,No,Yes,No,0
8952-WCVCD,Female,45,No,No,Yes,No,0
2418-TPEUN,Female,58,No,No,Yes,Yes,1
3963-RYFNS,Female,25,Yes,No,No,No,0
8540-ZQGEA,Female,58,No,No,Yes,No,0
4137-JOPHL,Female,63,No,No,No,No,0
7801-CEDNV,Male,33,No,No,Yes,No,0
3658-QQJYD,Male,56,No,No,No,No,0
1803-BGNBD,Female,59,No,No,No,No,0
6950-TWMYB,Male,31,No,No,Yes,Yes,8
5848-FHRFC,Female,49,No,No,No,No,0
2243-FNMMI,Male,20,Yes,No,No,No,0
2511-MORQY,Male,46,No,No,Yes,No,0
5356-KZCKT,Male,42,No,No,No,No,0
9470-XCCEM,Male,41,No,No,Yes,Yes,3
6519-CFDBX,Female,31,No,No,No,No,0
3902-MIVLE,Male,35,No,No,Yes,No,0
0409-WTMPL,Female,35,No,No,Yes,No,0
8763-KIAFH,Female,37,No,No,Yes,No,0
3669-WHAFY,Female,57,No,No,Yes,No,0
3055-VTCGS,Female,35,No,No,No,No,0
3144-KMTWZ,Male,40,No,No,Yes,No,0
2007-QVGAW,Female,51,No,No,Yes,Yes,1
5207-PLSTK,Male,32,No,No,Yes,Yes,2
2155-AMQRX,Female,37,No,No,No,No,0
6181-AXXYF,Male,54,No,No,Yes,Yes,2
5091-HFAZW,Female,36,No,No,No,No,0
1568-LJSZU,Male,39,No,No,Yes,No,0
7416-CKTEP,Female,54,No,No,Yes,No,0
2586-CWXVV,Male,45,No,No,Yes,No,0
2348-KCJLT,Female,60,No,No,Yes,No,0
8401-EMUWF,Male,64,No,No,Yes,Yes,1
4193-IBKSW,Male,27,Yes,No,Yes,Yes,1
5377-NDTOU,Female,26,Yes,No,Yes,No,0
2474-LCNUE,Female,20,Yes,No,Yes,No,0
0839-QNXME,Female,35,No,No,No,No,0
3506-OVLKD,Male,40,No,No,No,No,0
6650-VJONK,Male,54,No,No,No,No,0
2178-PMGCJ,Male,22,Yes,No,No,No,0
7492-TAFJD,Male,26,Yes,No,Yes,No,0
2773-MADBQ,Female,46,No,No,No,No,0
6016-LVTJQ,Female,39,No,No,Yes,Yes,1
7860-KSUGX,Male,25,Yes,No,Yes,No,0
8966-KZXXA,Male,48,No,No,Yes,Yes,1
5149-QYTTU,Female,35,No,No,Yes,Yes,1
2085-BOJKI,Male,33,No,No,Yes,No,0
0817-HSUSE,Male,26,Yes,No,No,No,0
5442-PPTJY,Male,44,No,No,Yes,Yes,3
1927-QEWMY,Female,51,No,No,Yes,No,0
1663-MHLHE,Male,33,No,No,No,No,0
4450-MDZFX,Male,50,No,No,Yes,Yes,4
6701-DHKWQ,Female,38,No,No,Yes,No,0
7554-AKDQF,Female,27,Yes,No,Yes,No,0
0794-YVSGE,Male,29,Yes,No,Yes,Yes,1
5423-BHIXO,Female,42,No,No,No,No,0
6908-VVYHM,Male,52,No,No,Yes,No,0
2959-EEXWB,Female,54,No,No,Yes,Yes,2
1839-UMACK,Male,20,Yes,No,No,No,0
3030-YDNRM,Male,64,No,No,No,No,0
7321-KKSDU,Male,38,No,No,No,Yes,2
8286-AFUYI,Male,33,No,No,No,No,0
8356-WUAOJ,Female,25,Yes,No,Yes,No,0
9350-ZXYJC,Female,24,Yes,No,No,No,0
8958-JPTRR,Female,23,Yes,No,Yes,No,0
6959-GQEGV,Male,61,No,No,No,No,0
3173-WSSUE,Female,22,Yes,No,Yes,Yes,2
1265-HVPZB,Male,49,No,No,Yes,No,0
4115-UMJFQ,Male,37,No,No,No,No,0
7369-TRPFD,Male,62,No,No,No,No,0
1098-KFQEC,Female,24,Yes,No,Yes,Yes,2
7190-XHTWJ,Female,48,No,No,No,No,0
5296-BFCYD,Male,35,No,No,Yes,Yes,2
9359-JANWS,Female,22,Yes,No,Yes,No,0
3279-DYZQM,Male,21,Yes,No,Yes,Yes,3
9575-IWCAZ,Male,37,No,No,Yes,No,0
7940-UQQUG,Female,42,No,No,Yes,Yes,2
3961-SXAXY,Male,49,No,No,No,No,0
7010-BRBUU,Male,48,No,No,Yes,Yes,1
3566-HJGPK,Male,50,No,No,No,No,0
3062-ICYZQ,Female,41,No,No,Yes,Yes,3
9938-PRCVK,Female,45,No,No,Yes,Yes,1
0973-KYVNF,Female,59,No,No,Yes,No,0
5129-HHMZC,Female,64,No,No,Yes,No,0
9637-CDTKZ,Male,64,No,No,Yes,No,0
3946-JEWRQ,Male,21,Yes,No,Yes,No,0
7873-CVMAW,Male,61,No,No,No,No,0
0463-WZZKO,Male,23,Yes,No,No,No,0
4524-QCSSM,Male,39,No,No,No,No,0
5832-EXGTT,Male,28,Yes,No,Yes,Yes,3
2039-JONDJ,Male,50,No,No,No,No,0
7217-JYHOQ,Male,30,No,No,Yes,Yes,2
6695-FRVEC,Male,60,No,No,Yes,No,0
9894-QMIMJ,Female,55,No,No,No,No,0
8069-YQQAJ,Male,63,No,No,No,No,0
3466-WAESX,Male,46,No,No,No,Yes,2
9281-PKKZE,Female,47,No,No,Yes,No,0
3638-VBZTA,Male,62,No,No,No,No,0
7459-IMVYU,Male,51,No,No,No,No,0
8563-OYMQY,Male,49,No,No,No,No,0
0754-EEBDC,Male,25,Yes,No,Yes,Yes,1
5777-ZPQNC,Female,35,No,No,No,No,0
1951-IEYXM,Male,57,No,No,Yes,No,0
3318-NMQXL,Male,58,No,No,No,No,0
1022-RKXDR,Female,38,No,No,No,No,0
2361-FJWNO,Male,55,No,No,No,No,0
2272-UOINI,Female,44,No,No,No,No,0
8232-UTFOZ,Male,24,Yes,No,No,No,0
3750-YHRYO,Male,64,No,No,Yes,No,0
6637-KYRCV,Female,22,Yes,No,Yes,Yes,1
5668-MEISB,Female,57,No,No,Yes,Yes,1
0129-QMPDR,Male,64,No,No,Yes,No,0
7188-CBBBA,Female,59,No,No,No,No,0
5356-CSVSQ,Female,20,Yes,No,No,No,0
3221-CJMSG,Male,45,No,No,No,No,0
2801-NISEI,Male,28,Yes,No,No,No,0
4623-ZKHLY,Male,43,No,No,Yes,No,0
6732-VAILE,Male,33,No,No,Yes,No,0
8201-AAXCB,Male,55,No,No,Yes,Yes,3
7696-CFTAT,Male,24,Yes,No,Yes,Yes,3
2123-VSCOT,Female,39,No,No,Yes,No,0
2018-QKYGT,Male,19,Yes,No,Yes,Yes,3
2792-VPPET,Male,28,Yes,No,No,No,0
7409-JURKQ,Female,29,Yes,No,Yes,No,0
3247-MHJKM,Male,27,Yes,No,No,No,0
1964-SVLEA,Male,59,No,No,No,No,0
7297-DVYGA,Female,61,No,No,No,No,0
2239-CGBUZ,Female,56,No,No,Yes,No,0
0854-UYHZD,Female,21,Yes,No,Yes,Yes,3
7243-LCGGZ,Female,28,Yes,No,No,No,0
8267-KFGYD,Male,53,No,No,No,Yes,1
4890-VMUAV,Male,46,No,No,No,No,0
9261-WDCAF,Male,64,No,No,No,No,0
3764-MNMOI,Male,49,No,No,No,No,0
7442-YGZFK,Male,31,No,No,No,No,0
8229-BUJHX,Female,60,No,No,Yes,Yes,1
7449-HVPIV,Male,38,No,No,Yes,Yes,3
5504-WSIUR,Female,38,No,No,No,No,0
8466-PZBLH,Male,32,No,No,Yes,Yes,3
8735-IJJEG,Male,27,Yes,No,Yes,No,0
0564-MUUQK,Female,28,Yes,No,Yes,Yes,2
0701-RFGFI,Female,56,No,No,Yes,Yes,6
0019-EFAEP,Female,32,No,No,No,No,0
5619-PTMIK,Female,25,Yes,No,Yes,No,0
3737-XBQDD,Male,57,No,No,No,No,0
5882-CMAZQ,Female,52,No,No,Yes,Yes,2
5846-QFDFI,Female,21,Yes,No,Yes,Yes,1
4445-KWOKW,Female,23,Yes,No,No,No,0
3511-APPBJ,Male,21,Yes,No,No,No,0
7967-HYCDE,Male,26,Yes,No,No,No,0
2430-RRYUW,Male,32,No,No,No,No,0
5447-WZAFP,Female,22,Yes,No,No,No,0
5110-CHOPY,Female,61,No,No,No,No,0
4425-OWHWB,Female,32,No,No,No,No,0
7892-QVYKW,Female,25,Yes,No,Yes,Yes,1
9675-ICXCT,Male,23,Yes,No,Yes,No,0
4703-MQYKT,Male,43,No,No,No,No,0
0602-DDUML,Female,21,Yes,No,No,No,0
2208-MPXIO,Female,42,No,No,Yes,Yes,2
1960-UYCNN,Male,35,No,No,No,No,0
3190-FZATL,Male,49,No,No,No,Yes,5
7336-RLLRH,Male,42,No,No,Yes,No,0
7710-JSYOA,Female,59,No,No,Yes,Yes,1
9885-MFVSU,Female,59,No,No,Yes,No,0
0607-MVMGC,Male,33,No,No,Yes,No,0
3365-SAIGS,Female,60,No,No,No,No,0
8022-BECSI,Male,62,No,No,No,No,0
9993-LHIEB,Male,21,Yes,No,Yes,No,0
0266-CLZKZ,Female,45,No,No,Yes,Yes,3
3977-QCRSL,Female,30,No,No,No,No,0
0017-DINOC,Male,47,No,No,No,No,0
7639-OPLNG,Male,56,No,No,Yes,No,0
1492-QGCLU,Male,51,No,No,Yes,Yes,2
7328-OWMOM,Female,63,No,No,No,No,0
4418-LZMSV,Male,56,No,No,Yes,Yes,3
5155-AZQPB,Female,33,No,No,Yes,Yes,1
1087-GRUYI,Male,62,No,No,Yes,No,0
2546-KZAAT,Male,28,Yes,No,Yes,No,0
0181-RITDD,Male,42,No,No,Yes,Yes,3
5989-PGKJB,Female,40,No,No,No,No,0
8272-ONJLV,Male,57,No,No,No,No,0
1488-PBLJN,Female,63,No,No,Yes,Yes,1
3778-FOAQW,Female,33,No,No,Yes,No,0
4452-ROHMO,Female,64,No,No,No,No,0
3090-LETTY,Male,54,No,No,No,Yes,2
5349-AZPEW,Female,40,No,No,Yes,Yes,3
9720-JJJOR,Male,20,Yes,No,Yes,No,0
8100-HZZLJ,Female,26,Yes,No,No,Yes,1
7398-HPYZQ,Male,30,No,No,Yes,No,0
3546-GHEAE,Male,29,Yes,No,No,No,0
2550-QHZGP,Male,48,No,No,No,No,0
7519-JTWQH,Female,30,No,No,No,No,0
2538-OIMXF,Female,29,Yes,No,No,Yes,1
8543-MSDMF,Male,36,No,No,No,No,0
1170-SASML,Female,33,No,No,Yes,No,0
4872-JCVCA,Female,44,No,No,Yes,No,0
5346-BZCHP,Female,19,Yes,No,Yes,Yes,2
2038-LLMLM,Female,35,No,No,No,No,0
1216-BGTSP,Male,30,No,No,No,No,0
4138-NAXED,Male,54,No,No,No,No,0
0744-BIKKF,Male,39,No,No,No,No,0
7483-IQWIB,Male,33,No,No,Yes,Yes,1
5248-KWLAR,Male,31,No,No,Yes,No,0
7996-MHXLW,Female,51,No,No,No,No,0
7833-PKIHD,Male,59,No,No,Yes,No,0
7061-OVMIM,Female,57,No,No,Yes,No,0
5153-RTHKF,Female,26,Yes,No,No,No,0
1852-QSWCD,Male,62,No,No,Yes,Yes,1
9079-LWTFD,Male,50,No,No,No,No,0
3392-EHMNK,Female,53,No,No,Yes,Yes,3
5986-WWXDV,Male,42,No,No,No,No,0
3061-BCKYI,Male,27,Yes,No,No,No,0
7228-PAQPD,Female,19,Yes,No,No,No,0
7746-QYVCO,Male,57,No,No,Yes,No,0
5804-HYIEZ,Male,40,No,No,Yes,Yes,1
5934-TSSAU,Female,51,No,No,Yes,Yes,3
3486-KHMLI,Male,53,No,No,No,Yes,1
6784-XYJAE,Female,38,No,No,No,No,0
3933-DQPWX,Female,48,No,No,No,No,0
6661-EIPZC,Female,38,No,No,Yes,Yes,1
8957-THMOA,Female,40,No,No,No,Yes,3
2251-PYLPB,Male,34,No,No,Yes,No,0
5555-RNPGT,Male,61,No,No,No,Yes,3
1057-FOGLZ,Female,44,No,No,No,No,0
8087-LGYHQ,Male,40,No,No,No,No,0
4137-BTIKL,Male,55,No,No,No,No,0
2190-BCXEC,Female,61,No,No,Yes,No,0
6227-FBDXH,Male,50,No,No,Yes,No,0
2911-WDXMV,Male,29,Yes,No,No,Yes,3
4547-FZJWE,Male,24,Yes,No,Yes,No,0
7422-WNBTY,Male,35,No,No,Yes,No,0
0842-IWYCP,Female,19,Yes,No,No,No,0
3521-HTQTV,Male,54,No,No,No,No,0
3744-ZBHON,Female,64,No,No,No,No,0
3373-DIUUN,Male,58,No,No,Yes,Yes,3
8383-SGHJU,Female,41,No,No,No,No,0
7607-QKKTJ,Male,25,Yes,No,Yes,Yes,2
7707-PYBBH,Male,49,No,No,No,No,0
8984-HPEMB,Female,58,No,No,No,No,0
4139-DETXS,Female,53,No,No,Yes,No,0
9779-DPNEJ,Female,59,No,No,Yes,Yes,3
9805-FILKB,Male,44,No,No,Yes,No,0
5793-YOLJN,Female,53,No,No,Yes,Yes,3
0673-IGUQO,Male,26,Yes,No,No,No,0
4123-FCVCB,Female,23,Yes,No,No,No,0
8819-IMISP,Male,43,No,No,No,No,0
8311-UEUAB,Female,24,Yes,No,Yes,No,0
5858-EAFCZ,Male,45,No,No,No,No,0
1163-ONYEY,Male,61,No,No,Yes,Yes,2
5656-MJEFC,Male,48,No,No,Yes,No,0
6082-OQFBA,Male,62,No,No,Yes,No,0
8974-OVACP,Female,40,No,No,No,No,0
4010-YLMVT,Female,25,Yes,No,No,No,0
1379-FRVEB,Male,31,No,No,No,Yes,1
8612-GXIDD,Male,55,No,No,Yes,Yes,3
6288-CHQJB,Female,21,Yes,No,Yes,No,0
8160-HOWOX,Female,30,No,No,No,No,0
6648-INWPS,Male,30,No,No,Yes,Yes,3
4223-BKEOR,Female,55,No,No,No,No,0
1763-WQFUK,Male,45,No,No,No,No,0
1391-UBDAR,Male,27,Yes,No,No,No,0
8894-JVDCV,Female,39,No,No,No,No,0
2023-VQFDL,Male,42,No,No,No,No,0
1345-GKDZZ,Male,20,Yes,No,No,Yes,1
2014-MKGMH,Female,45,No,No,No,No,0
5628-FCGYG,Male,46,No,No,No,No,0
2560-WBWXF,Male,45,No,No,No,No,0
0248-IPDFW,Female,19,Yes,No,No,No,0
7978-DKUQH,Female,26,Yes,No,Yes,No,0
4335-UPJSI,Female,57,No,No,No,Yes,1
1784-EZDKJ,Male,31,No,No,Yes,No,0
9297-FVVDH,Female,33,No,No,Yes,No,0
8007-YYPWD,Female,52,No,No,No,No,0
7101-HRBLJ,Female,25,Yes,No,Yes,No,0
6635-CPNUN,Male,25,Yes,No,Yes,No,0
5453-YBTWV,Male,52,No,No,Yes,Yes,2
5039-LZRQT,Female,52,No,No,No,No,0
6418-PIQSP,Female,49,No,No,Yes,No,0
8220-OCUFY,Female,30,No,No,No,No,0
3995-WFCSM,Female,28,Yes,No,No,No,0
1895-QTKDO,Female,38,No,No,No,No,0
2038-OEQZH,Male,63,No,No,No,No,0
1178-PZGAB,Female,45,No,No,No,No,0
2626-VEEWG,Male,48,No,No,Yes,Yes,2
1657-DYMBM,Male,35,No,No,Yes,No,0
7311-MQJCH,Female,54,No,No,No,No,0
1136-XGEQU,Female,53,No,No,Yes,No,0
2530-FMFXO,Male,38,No,No,Yes,Yes,1
6844-DZKRF,Male,61,No,No,No,No,0
5970-GHJAW,Male,40,No,No,Yes,Yes,2
8879-XUAHX,Male,42,No,No,Yes,No,0
3689-MOZGR,Female,30,No,No,No,No,0
4195-PNGZS,Male,23,Yes,No,Yes,Yes,3
5003-XZWWO,Male,32,No,No,Yes,No,0
6922-NCEDI,Male,38,No,No,No,No,0
9891-NQDBD,Female,22,Yes,No,Yes,No,0
6131-IUNXN,Female,47,No,No,Yes,Yes,2
8548-AWOFC,Male,21,Yes,No,Yes,No,0
9798-DRYDS,Female,52,No,No,Yes,No,0
8532-UEFWH,Male,61,No,No,Yes,Yes,2
6296-DDOOR,Female,19,Yes,No,No,No,0
7951-VRDVK,Female,26,Yes,No,No,No,0
4815-YOSUK,Male,22,Yes,No,Yes,Yes,2
4365-MSDYN,Male,38,No,No,Yes,No,0
7036-TYDEC,Female,44,No,No,No,No,0
5802-ADBRC,Female,57,No,No,Yes,No,0
8076-FEZKJ,Male,58,No,No,No,No,0
5197-YPYBZ,Female,39,No,No,Yes,Yes,2
4312-GVYNH,Female,46,No,No,Yes,No,0
0839-JTCUD,Female,31,No,No,Yes,No,0
5494-WOZRZ,Female,40,No,No,Yes,No,0
2234-EOFPT,Male,48,No,No,Yes,No,0
8619-IJNDK,Female,64,No,No,Yes,No,0
8378-LKJAF,Male,34,No,No,Yes,Yes,1
1153-GNOLC,Male,62,No,No,No,No,0
3298-QEICA,Female,27,Yes,No,Yes,No,0
0788-DXBFY,Male,54,No,No,Yes,No,0
3496-LFSZU,Male,40,No,No,Yes,No,0
5242-UOWHD,Male,24,Yes,No,Yes,Yes,2
6479-SZPLM,Male,26,Yes,No,Yes,Yes,2
8097-VBQTZ,Male,61,No,No,No,No,0
4500-HKANN,Male,33,No,No,Yes,No,0
9917-KWRBE,Female,28,Yes,No,Yes,No,0
2212-LYASK,Male,25,Yes,No,Yes,No,0
1393-IMKZG,Female,50,No,No,No,No,0
8069-RHUXK,Female,55,No,No,Yes,No,0
2908-WGAXL,Female,40,No,No,Yes,Yes,2
3378-AJRAO,Male,44,No,No,Yes,No,0
6050-FFXES,Female,51,No,No,Yes,No,0
0362-RAOQO,Female,48,No,No,No,No,0
9554-DFKIC,Male,50,No,No,Yes,Yes,2
5527-ACHSO,Female,38,No,No,No,No,0
0829-DDVLK,Female,58,No,No,No,No,0
1399-UBQIU,Male,35,No,No,No,No,0
1813-JLKWR,Female,47,No,No,Yes,No,0
9537-VHDTA,Female,42,No,No,No,Yes,3
4957-TIALW,Female,26,Yes,No,No,No,0
2054-PJOCK,Female,32,No,No,No,No,0
9150-HEPMB,Male,57,No,No,No,No,0
9030-QGZNL,Female,31,No,No,No,No,0
3126-WQMGH,Female,19,Yes,No,Yes,No,0
7176-WRTNX,Male,51,No,No,No,No,0
9239-GZHZE,Female,25,Yes,No,Yes,No,0
7205-BAIAD,Female,42,No,No,No,No,0
8064-RAVOH,Male,44,No,No,No,Yes,3
0219-QAERP,Male,33,No,No,Yes,No,0
8963-JLGJT,Male,20,Yes,No,No,Yes,1
2135-DQWAQ,Female,37,No,No,No,No,0
4056-QHXHZ,Female,49,No,No,Yes,Yes,2
7401-JIXNM,Female,27,Yes,No,Yes,No,0
9339-FIIJL,Male,57,No,No,Yes,No,0
6670-MFRPK,Male,53,No,No,Yes,Yes,1
6177-PEVRA,Female,58,No,No,No,No,0
4813-HQMGZ,Female,54,No,No,Yes,No,0
7579-KKLOE,Male,59,No,No,Yes,No,0
8402-EIVQS,Male,40,No,No,Yes,No,0
4947-DSMXK,Male,28,Yes,No,Yes,Yes,2
7245-NIIWQ,Female,53,No,No,No,No,0
0002-ORFBO,Female,37,No,No,Yes,No,0
3324-OIRTO,Male,23,Yes,No,Yes,Yes,3
5414-OFQCB,Male,34,No,No,No,No,0
4967-WPNCF,Male,36,No,No,No,No,0
8499-BRXTD,Male,28,Yes,No,No,No,0
9154-QDGTH,Male,20,Yes,No,Yes,Yes,2
